filename,text,label
complaint_73.txt,"reklamation - lieferung rechnung nr re-7351 lieferdatum 09.11.2025 bestellnummer po-1232 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - teillieferung fehlende fehlerhafte artikel artikel xyz, menge 10 stück bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen lehmann group",complaint
complaint_67.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel elektrogerät seriennummer sn-858587 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - nicht konform mit spezifikation - falsche dimensionen konkrete probleme lautstärke zu hoch wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll schmidt ag",complaint
complaint_98.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel maschinenteil seriennummer sn-321947 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - falsche dimensionen konkrete probleme gerät startet nicht wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll schmidt ag",complaint
complaint_119.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel elektrogerät seriennummer sn-656727 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - nicht konform mit spezifikation - montagefehler konkrete probleme display zeigt fehlermeldung wir fordern reparatur bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll krüger services",complaint
complaint_131.txt,"reklamation - lieferung rechnung nr re-9311 lieferdatum 09.11.2025 bestellnummer po-9584 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - falsche artikel fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen hoffmann industries",complaint
complaint_125.txt,"reklamation - lieferung rechnung nr re-9781 lieferdatum 09.11.2025 bestellnummer po-2045 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - nicht gelieferte positionen fehlende fehlerhafte artikel artikel xyz, menge 10 stück bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen schmidt ag",complaint
complaint_124.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-526512 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - oberflächenfehler konkrete probleme display zeigt fehlermeldung wir fordern reparatur bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll becker logistik gmbh",complaint
complaint_130.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel elektrogerät seriennummer sn-679488 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - montagefehler konkrete probleme display zeigt fehlermeldung wir fordern preisminderung bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll weber co. kg",complaint
complaint_118.txt,"reklamation - lieferung rechnung nr re-6957 lieferdatum 09.11.2025 bestellnummer po-3326 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - nicht gelieferte positionen fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen schulz consulting",complaint
complaint_99.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel elektrogerät seriennummer sn-339040 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - falsche dimensionen konkrete probleme lautstärke zu hoch wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll koch engineering",complaint
complaint_66.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel elektrogerät seriennummer sn-556791 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - oberflächenfehler konkrete probleme display zeigt fehlermeldung wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll schulz consulting",complaint
complaint_72.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-102673 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - oberflächenfehler konkrete probleme lautstärke zu hoch wir fordern reparatur bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll hoffmann industries",complaint
complaint_9.txt,"reklamation - lieferung rechnung nr re-9202 lieferdatum 09.11.2025 bestellnummer po-6373 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - falsche artikel fehlende fehlerhafte artikel artikel xyz, menge 10 stück bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen schmidt ag",complaint
complaint_76.txt,"reklamation - lieferung rechnung nr re-7529 lieferdatum 09.11.2025 bestellnummer po-4767 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - nicht gelieferte positionen fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen fischer handel",complaint
complaint_62.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel maschinenteil seriennummer sn-530117 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - montagefehler konkrete probleme gerät startet nicht wir fordern preisminderung bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll weber co. kg",complaint
complaint_89.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel elektrogerät seriennummer sn-258395 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - oberflächenfehler konkrete probleme display zeigt fehlermeldung wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll koch engineering",complaint
complaint_134.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-968371 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - nicht konform mit spezifikation - montagefehler konkrete probleme gerät startet nicht wir fordern reparatur bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll hoffmann industries",complaint
complaint_120.txt,"reklamation - lieferung rechnung nr re-9859 lieferdatum 09.11.2025 bestellnummer po-1075 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - teillieferung fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen weber co. kg",complaint
complaint_108.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-425867 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - oberflächenfehler konkrete probleme lautstärke zu hoch wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll weber co. kg",complaint
complaint_109.txt,"reklamation - lieferung rechnung nr re-4002 lieferdatum 09.11.2025 bestellnummer po-2041 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - nicht gelieferte positionen fehlende fehlerhafte artikel artikel xyz, menge 10 stück bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen schulz consulting",complaint
complaint_121.txt,"reklamation - lieferung rechnung nr re-3304 lieferdatum 09.11.2025 bestellnummer po-2625 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - teillieferung fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen lehmann group",complaint
complaint_135.txt,"reklamation - lieferung rechnung nr re-2647 lieferdatum 09.11.2025 bestellnummer po-7918 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - falsche artikel fehlende fehlerhafte artikel artikel xyz, menge 10 stück bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen schulz consulting",complaint
complaint_88.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel elektrogerät seriennummer sn-793098 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - falsche dimensionen konkrete probleme lautstärke zu hoch wir fordern reparatur bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll hoffmann industries",complaint
complaint_63.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-835761 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - montagefehler konkrete probleme gerät startet nicht wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll richter solutions ag",complaint
complaint_77.txt,"reklamation - lieferung rechnung nr re-6542 lieferdatum 09.11.2025 bestellnummer po-1889 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - teillieferung fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen müller gmbh",complaint
complaint_8.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-298590 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - falsche dimensionen konkrete probleme lautstärke zu hoch wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll krüger services",complaint
complaint_61.txt,"reklamation - lieferung rechnung nr re-5112 lieferdatum 09.11.2025 bestellnummer po-8308 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - nicht gelieferte positionen fehlende fehlerhafte artikel artikel xyz, menge 10 stück bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen müller gmbh",complaint
complaint_75.txt,"reklamation - lieferung rechnung nr re-2129 lieferdatum 09.11.2025 bestellnummer po-3146 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - nicht gelieferte positionen fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen weber co. kg",complaint
complaint_49.txt,"reklamation - lieferung rechnung nr re-5712 lieferdatum 09.11.2025 bestellnummer po-7931 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - nicht gelieferte positionen fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen schulz consulting",complaint
complaint_123.txt,"reklamation - lieferung rechnung nr re-7103 lieferdatum 09.11.2025 bestellnummer po-3050 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - teillieferung fehlende fehlerhafte artikel artikel xyz, menge 10 stück bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen lehmann group",complaint
complaint_137.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-579739 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - montagefehler konkrete probleme lautstärke zu hoch wir fordern preisminderung bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll weber co. kg",complaint
complaint_136.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-340924 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - montagefehler konkrete probleme gerät startet nicht wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll bauer manufacturing",complaint
complaint_122.txt,"reklamation - lieferung rechnung nr re-5100 lieferdatum 09.11.2025 bestellnummer po-2696 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - teillieferung fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen richter solutions ag",complaint
complaint_48.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-157446 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - oberflächenfehler konkrete probleme lautstärke zu hoch wir fordern preisminderung bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll zimmermann tech",complaint
complaint_74.txt,"reklamation - lieferung rechnung nr re-5786 lieferdatum 09.11.2025 bestellnummer po-9926 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - teillieferung fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen schmidt ag",complaint
complaint_60.txt,"reklamation - lieferung rechnung nr re-3027 lieferdatum 09.11.2025 bestellnummer po-5476 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - nicht gelieferte positionen fehlende fehlerhafte artikel artikel xyz, menge 10 stück bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen weber co. kg",complaint
complaint_13.txt,"reklamation - lieferung rechnung nr re-9086 lieferdatum 09.11.2025 bestellnummer po-8128 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - falsche artikel fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen schulz consulting",complaint
complaint_179.txt,"reklamation - lieferung rechnung nr re-8832 lieferdatum 09.11.2025 bestellnummer po-7646 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - teillieferung fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen müller gmbh",complaint
complaint_145.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel maschinenteil seriennummer sn-263729 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - falsche dimensionen konkrete probleme lautstärke zu hoch wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll zimmermann tech",complaint
complaint_151.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-537064 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - montagefehler konkrete probleme gerät startet nicht wir fordern preisminderung bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll becker logistik gmbh",complaint
complaint_186.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-793771 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - falsche dimensionen konkrete probleme gerät startet nicht wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll schulz consulting",complaint
complaint_192.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel elektrogerät seriennummer sn-192175 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - falsche dimensionen konkrete probleme display zeigt fehlermeldung wir fordern reparatur bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll fischer handel",complaint
complaint_193.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-968477 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - oberflächenfehler konkrete probleme gerät startet nicht wir fordern preisminderung bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll fischer handel",complaint
complaint_187.txt,"reklamation - lieferung rechnung nr re-7611 lieferdatum 09.11.2025 bestellnummer po-1516 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - nicht gelieferte positionen fehlende fehlerhafte artikel artikel xyz, menge 10 stück bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen schulz consulting",complaint
complaint_150.txt,"reklamation - lieferung rechnung nr re-9531 lieferdatum 09.11.2025 bestellnummer po-4673 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - nicht gelieferte positionen fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen braun digital",complaint
complaint_144.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-687423 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - montagefehler konkrete probleme lautstärke zu hoch wir fordern preisminderung bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll fischer handel",complaint
complaint_178.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel maschinenteil seriennummer sn-863724 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - falsche dimensionen konkrete probleme gerät startet nicht wir fordern preisminderung bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll weber co. kg",complaint
complaint_12.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel software seriennummer sn-809509 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - nicht konform mit spezifikation - falsche dimensionen konkrete probleme display zeigt fehlermeldung wir fordern reparatur bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll schmidt ag",complaint
complaint_38.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel maschinenteil seriennummer sn-850522 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - montagefehler konkrete probleme display zeigt fehlermeldung wir fordern reparatur bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll braun digital",complaint
complaint_10.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel maschinenteil seriennummer sn-286918 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - nicht konform mit spezifikation - montagefehler konkrete probleme display zeigt fehlermeldung wir fordern preisminderung bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll bauer manufacturing",complaint
complaint_152.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel elektrogerät seriennummer sn-117209 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - beschädigung - montagefehler konkrete probleme display zeigt fehlermeldung wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll hoffmann industries",complaint
complaint_146.txt,"reklamation - lieferung rechnung nr re-8579 lieferdatum 09.11.2025 bestellnummer po-8288 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - nicht gelieferte positionen fehlende fehlerhafte artikel modell abc, farbe silber statt schwarz bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen lehmann group",complaint
complaint_191.txt,"reklamation - lieferung rechnung nr re-3201 lieferdatum 09.11.2025 bestellnummer po-1081 sehr geehrte damen und herren, mit bezug auf unsere bestellung vom 02.11.2025 müssen wir leider folgende mängel reklamieren - falsche artikel fehlende fehlerhafte artikel artikel xyz, menge 10 stück bitte liefern sie die fehlenden korrekten artikel umgehend nach oder teilen sie uns mit, wie sie das problem lösen werden. wir erwarten ihre umgehende stellungnahme. mit freundlichen grüßen becker logistik gmbh",complaint
complaint_185.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel elektrogerät seriennummer sn-313081 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - falsche dimensionen konkrete probleme display zeigt fehlermeldung wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll zimmermann tech",complaint
complaint_184.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel maschinenteil seriennummer sn-815727 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - funktionsstörung - oberflächenfehler konkrete probleme gerät startet nicht wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll becker logistik gmbh",complaint
complaint_190.txt,"qualitätsreklamation lieferung vom 11.11.2025 artikel elektrogerät seriennummer sn-388803 sehr geehrte damen und herren, der gelieferte artikel weist folgende qualitätsmängel auf - nicht konform mit spezifikation - montagefehler konkrete probleme gerät startet nicht wir fordern austausch bitte teilen sie uns innerhalb von 3 werktagen mit, wie sie vorgehen werden. hochachtungsvoll müller gmbh",complaint
